title,date,type,id,person,citation,invited-by,original-title,place
Podiumsdiskussion aus Anlass des 90. Geburtstages von Prof. Kazimierz Laski,06.12.2011,Eingeladener Vortrag an anderen Institutionen,11415,Ötsch W.,", Österreich, 06.12.2011",Arbeitsgemeinschaft für Wissenschaftliche Wirtschaftspolitik,,Österreichisches Gesellschafts- und Wirtschaftsmuseum Wien
"Retten wir €uropa! Die Frage ist nur, wie?",28.11.2011,Eingeladener Vortrag an anderen Institutionen,11412,Ötsch W.,", Österreich, 28.11.2011",Grüne Wirtschaft OÖ,,Landgraf Loft Linz
Wer ist schuld an der Staatsschuld?,07.11.2011,Eingeladener Vortrag an anderen Institutionen,11407,Ötsch W.,", Österreich, 07.11.2011",,,Kepler Salon Linz
Arbeit bei Marx,14.10.2011,Eingeladener Vortrag an anderen Institutionen,11402,Hirte K.,", Deutschland, 14.10.2011",,"Arbeitskreis Politische Ökonomie zum Thema ""Karl Marx 2011""",Trier
Das Performativity-Konzept und seine soziologietheoretische Fundierung,05.10.2011,Eingeladener Vortrag an anderen Institutionen,15937,Hirte K.,", Deutschland, 05.10.2011",Zentrum für Agrarlandschaftsforschung (ZALF) Müncheberg,,Müncheberg
Kapitalismus und Moral,23.02.2011,Eingeladener Vortrag an anderen Institutionen,8832,Ötsch W.,", Deutschland, 23.02.2011",,Max-Delbrück-Forum,"Max-Delbrück-Gymnasium, Berlin"
Das neoklassische Freihandelsmodell - Fundament für Entwicklungszusammenarbeit oder Zementierung globaler Ungleichheiten?,22.10.2010,Eingeladener Vortrag an anderen Institutionen,8847,Hirte K.,", Österreich, 22.10.2010",,"3. Momentum Kongress, Hallstadt",Hallstadt
Historie der professoralen Agrarökonomen Deutschlands 1933 – 1955,24.06.2010,Eingeladener Vortrag an anderen Institutionen,21760,Hirte K.,", Österreich, 24.06.2010",Forschungskolleg ICAE,,Universität Linz
Globale Wirtschaft - Globale Krise,22.02.2010,Eingeladener Vortrag an anderen Institutionen,8864,Ötsch W.,", Österreich, 22.02.2010",Institut für Fortbildung,Lehrerfortbildung,Private Pädagogische Hochschule der Diözese Linz
Dem Volk auf's Maul g'schaut? - Politische Sprache in der aktuellen Asyldebatte,28.01.2010,Eingeladener Vortrag an anderen Institutionen,11391,Ötsch W.,", Österreich, 28.01.2010",,,Wissensturm Linz
Preistheorien und Preisgestaltung – eine systematisierende Hinterfragung (Beispiel Milchmarkt und Milchmarktregelungen).,03.03.2009,Eingeladener Vortrag an anderen Institutionen,15939,Hirte K.,", Deutschland, 03.03.2009",dito Milcherzeugergemeinschaft Milch Board,Milchtagung 2009,Hardehausen
The green transformation in Europe: who pays the price?,25.09.2024,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,42745,Eder J.,", Österreich, 25.09.2024",,Workshop der Young Scholar Initiative im Rahmen der Young Economists Conference der Arbeiterkammer Wien,
The climate crisis from a pluralist perspective,06.08.2024,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,42369,Kapeller J.,", Deutschland, 06.08.2024",,pluralumn Conference,"Keynote, Universität Duisburg-Essen"
Wie viel Wettbewerb wollen wir (uns leisten)? Die „Kosten“ kompetitiver Drittmittelvergabe an österreichischen Unis,29.05.2024,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,41775,Pühringer S.,", Österreich, 29.05.2024",Universitätspersonalrechtliche Gespräche,,Linz
"Die Macht des ökonomischen Denkens: Narrative, Akteur*innen und Netzwerke",15.05.2024,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,41789,"Cserjan L., Hager T., Porak L., Pühringer S.",", Österreich, 15.05.2024",Beyond Growth Conference Austria,,
"Podiumsdiskussion zum Thema ""Mehr als Geld: Was braucht gute Wissenschaft?""",14.03.2024,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,41228,Hager T.,", Österreich, 14.03.2024",Unterbau Linz,,
Why are there so many power laws in economics?,06.10.2023,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,40148,Kapeller J.,", Österreich, 06.10.2023","Young Economists Conference 2023, AK Wien, OÖ",AK Young Economists Conference 2024,
Socio-ecological transition for the sustainable development of well-being,13.10.2022,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,37594,Kapeller J.,", Griechenland, 13.10.2022",6th Trade Union related Economists (TUREC) meeting,,Athen
Networks of the super-rich in Austria,10.10.2022,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,35656,"Aistleitner M., Griesebner T., Pühringer S.",", Österreich, 10.10.2022",,Young Economists Conference 2022,Wien
Wirtschaft anders denken! Was ist plurale Ökonomik?,30.09.2022,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,37663,Kapeller J.,", Österreich, 30.09.2022",ZSL Baden-Württemberg,,
Applied economic methodology: oxymoron or ideal?,29.09.2022,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,37608,Gräbner-Radkowitsch C.,", Österreich, 29.09.2022","Second Philosophy & Economics Conference, Vienna",,
Das Menschenbild moderner Ökonomie,25.05.2022,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,37665,Kapeller J.,", Österreich, 25.05.2022",Universität Wien,,
Dilemmata marktliberaler Globalisierung,09.03.2022,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,35273,Kapeller J.,", Deutschland, 09.03.2022",Evangelische Akademie Tutzing,Globalisierungs- und Wachstumsgrenzen,Tutzing
Konsequenzen der Wettbewerbsorientierung von und an Universitäten: Eine Perspektive der interdisziplinären Wettbewerbsforschung,28.01.2022,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,26729,Pühringer S.,", Österreich, 28.01.2022",,"Tagung des Zentralausschusses Universitätslehrerinnen und Universitätslehrer beim Bundesministerium für Bildung, Wissenschaft und Forschung",
What is heterodox economics?,27.10.2021,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,33670,Kapeller J.,", Niederlande, 27.10.2021",,,University of The Hague
Economic Polarization in Europe,09.10.2021,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,33672,Kapeller J.,", Slowenien, 09.10.2021",,"Six Decades of the Past, Six Decades of the Future",Centre of the International Relations of the University of Ljubljana
Structural Change in times of increasing openness,08.10.2021,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,35272,Kapeller J.,", Slowenien, 08.10.2021",University of Ljubljana,"Six Decades of the Past, Six Decades of the Future",online
Pluralism in economics,07.10.2021,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,33671,Kapeller J.,", Schweiz, 07.10.2021",,,University of Zuerich
Comments on “Can the state be a good investor?”,06.07.2021,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,34405,"Heimberger P., Paczos W.",", Polen, 06.07.2021",,"Polish Economic Institute, Warsaw",
German neoliberalism in crisis?,18.03.2021,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,32783,Pühringer S.,", Niederlande, 18.03.2021","University of Utrecht, Market Makers Project",Varieties of Neoliberalization,"Utrecht University, virtuell"
Komplexitätsökonomik - ein Teaser,05.01.2021,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,31834,Gräbner-Radkowitsch C.,", Deutschland, 05.01.2021",Kritische Wirtschaftswissenschaftler Berlin,,
Past and future of pluralism in economics,23.11.2020,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,33684,Kapeller J.,", Vereinigtes Königreich, 23.11.2020",,,University of Cambridge
Which are the most inspiring economic questions of our time?,11.11.2020,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,33685,Kapeller J.,", Vereinigtes Königreich, 11.11.2020",,,online - YSI-Konferenz (INET)
Refeudalisierung als Gefahr für die Demokratie,10.03.2020,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,31379,Kapeller J.,", Österreich, 10.03.2020",Armutskonferenz Salzburg,Armutskonferenz,
Neoliberalismus und „Rechtspopulismus“ Analogien und Widersprüche,19.12.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,30105,Pühringer S.,", Deutschland, 19.12.2019",Politische Akademie Tutzing,"Tagung Neoliberalismus und Rechtspopulismus: Zusammenhänge, Strategien und Umgangsformen",Tutzing (München)
Wirtschaftliche Polarisierung in Europa,05.12.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,31381,Kapeller J.,", Österreich, 05.12.2019",Wirtschaftskammer Kärtnen,Aktuelle Gegensätze & ökonomische Betrachtungen,Kärntnen
Getting the best of both worlds: potentials for triangulating agent-based and equilibrium-based analysis,30.10.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,30545,Gräbner-Radkowitsch C.,", Österreich, 30.10.2019",,Agent-based economics,Graz
'Output gap nonsense': Reforming the EU's fiscal rules,10.10.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,29930,Heimberger P.,", Österreich, 10.10.2019",,ETUC Policy Committee,
"Country capabilities, product complexity, and finance in the EU: An AB-SFC multi country model for policy analysis",19.09.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,30549,Gräbner-Radkowitsch C.,", Vereinigtes Königreich, 19.09.2019",Royal Economic Society,How Can Interdisciplinary Research Enhance the Policy Relevance of Macroeconomics?,Edinburgh
"Pluralism, complexity and the effective triangulation of methods",02.09.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,30544,Gräbner-Radkowitsch C.,", Deutschland, 02.09.2019",,"Summer School on Complexity Economics, Behavioural Economics, and Data Science",Bochum
Fiscal policies in international perspective,04.06.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,29933,Heimberger P.,", Österreich, 04.06.2019",,Applied economics seminar at the Joint Vienna Institute,Wien
Der Feind im Inneren: Das alte Dilemma des Liberalismus,31.05.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,29233,Kapeller J.,", Italien, 31.05.2019",,"Top Management Symposium ""Open Society and its Enemies""","Udine, Italien"
Development and globalization: a pluralist perspective,16.04.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,29234,Kapeller J.,", Österreich, 16.04.2019",,2nd Vienna Conference on Pluralism in Economics,Wien
Philosophy and economics,31.03.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,29235,Kapeller J.,", Vereinigtes Königreich, 31.03.2019",,Still Rethinking? The Need for Pluralism in Economics,London
The future of pluralism in economics,31.03.2019,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,29236,Kapeller J.,", Vereinigtes Königreich, 31.03.2019",,Still Rethinking? The Need for Pluralism in Economics,London
Theory development through agent-based modelling Lessons from economics,14.06.2018,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,25790,Gräbner-Radkowitsch C.,", Deutschland, 14.06.2018",,Theory Development Through Agent-Based Modeling,Hannover
„Netzwerke des Marktes“ in ihrem Einfluss auf Gesellschaft,28.04.2018,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,25775,"Pühringer S., Ötsch W.",", Deutschland, 28.04.2018",,Reshaping Economics,Tutzing (München)
VWL-Studium als alltägliche Lebensrealität,27.04.2018,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,25774,"Bäuerle L., Pühringer S.",", Deutschland, 27.04.2018",,Reshaping Economics,"Tutzing, Evang. Akademie"
Ungleichheit in den USA: Ökonomische und gesellschaftliche Auswirkungen,22.11.2017,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,24001,Heimberger P.,", Österreich, 22.11.2017",,,Wien
Bilder von ÖkonomInnen zur Finanzkrise 2008,25.05.2017,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,23985,Pühringer S.,", Deutschland, 25.05.2017",Frankenakademie Bamberg,"Macht der Bilder, Macht der Sprache",Bamberg
Die Eurokrise: Wettbewerbsdenken vs. koordinierte Wirtschaftspolitik,19.05.2017,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,24007,Heimberger P.,", Österreich, 19.05.2017",,,Linz
Verification and validation of agent-based models: Epistemological importance and theoretical challenges,19.05.2017,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,23990,Gräbner-Radkowitsch C.,", Deutschland, 19.05.2017",Prof. Dr. Sylvie Geisendorf,Agent-based modeling in Ecological Economics - From toy model to verified tool of analysis,ESCP Europe Berlin
Fiscal consolidation and disintegration tendencies in Europe: Is there a link?,30.03.2017,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,24009,Heimberger P.,", Österreich, 30.03.2017",,"„Europe at a crossroads"": Member seminar of the Vienna Institute for International Economic Studies",Wien
Zur zentralen Rolle ordoliberaler Netzwerke in wirtschaftspolitischen Reformprozessen in Deutschland,17.03.2017,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,23988,"Pühringer S., Ötsch W.",", Deutschland, 17.03.2017",Gesellschaft für Sozioökomischen Bildung und Wissenschaft (GSÖBW),Gründungskonferenz der Gesellschaft für Soziökomischen Bildung und Wissenschaft (GSÖBW),Tutzing (München)
Citation metrics and the development of economics,07.12.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,21817,Kapeller J.,", Frankreich, 07.12.2016",,"Governing Economics: Institutional Changes, New Frontiers and the State of Pluralism","Amiens, FR"
Selbstverwirklichung vs. Selbstoptimierung: Das ambivalente Erbe der Aufklärung,18.11.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,21818,Kapeller J.,", Österreich, 18.11.2016",,5. Internationale Hartheim-Konferenz,Hartheim
Epistemology of Economics,03.11.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,21820,Kapeller J.,", Vereinigtes Königreich, 03.11.2016",,PreConference-session at the annual conference of the European Association for Evolutionary Political Economy (EAEPE),Manchester
The future of economic teaching,05.09.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,21825,Kapeller J.,", Deutschland, 05.09.2016",,Paneldiskussion im Rahmen der Jahrestagung des Vereins für Sozialpolitik (VfS),"Augsburg, DE"
Wissenschaftstheorie und Ökonomie,13.08.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,20880,Kapeller J.,", Deutschland, 13.08.2016",Inst. für Makroökonomie und  Konjunkturforschung (IMK) in der Hans Böckler-Striftung,"2. IMK-Workshop ""Plurale Ökonomik""","Inst. für Makroökonomie und Konjunkturforschung (IMK) in der Hans Böckler-Stiftung, Berlin"
"Computations, Mechanisms, and Socio-Ecological Systems: A meta-theoretical appraisal of ABM",20.05.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,23994,Gräbner-Radkowitsch C.,", Deutschland, 20.05.2016",Prof. Dr. Sylvie Geisendorf,Agent-based modeling in Ecological Economics - A useful tool or just a fancy gadget?,ESCP Europe Berlin
Netzwerke und Komplexität in der Ökonomik,10.05.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,23995,Gräbner-Radkowitsch C.,", Österreich, 10.05.2016",,"Ringvorlesung ""Alternative Mikroökonomie""",Wirtschaftsuniversität Wien
Think Tank networks of German Neoliberalism,20.03.2016,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,20128,Pühringer S.,", Deutschland, 20.03.2016",WZB Berlin,More Roads from Mont Pèlerin. Neoliberalism Studies,Berlin
Der Einfluss der Wissenschaftsstatistik auf den ökonomischen Diskurs,05.12.2015,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,19221,Aistleitner M.,", Österreich, 05.12.2015",,7. Wintertagung des ICAE: Ökonomie! Welche Ökonomie? Zu Stand und Status der Wirtschaftswissenschaft,Wissensturm Linz
Ökonomische Forschung und die Finanzkrise,05.12.2015,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,19357,Kapeller J.,", Österreich, 05.12.2015",,7. Wintertagung des ICAE: Ökonomie! Welche Ökonomie? Zu Stand und Status der Wirtschaftswissenschaft,"Wissensturm, Linz"
Der Einfluss europäischer Agrarpolitikmaßnahmen auf die Arbeit im Agrarsektor,01.12.2015,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,19105,Hirte K.,", Deutschland, 01.12.2015",,,"23. Witzenhäuser Konferenz „Frohes Schaffen? – Arbeit in der Landwirtschaft“, Universität Kassel"
Die Macht der Wissenschaftsstatistik und die Entwicklung der Ökonomie,23.10.2015,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,19219,Aistleitner M.,", Österreich, 23.10.2015",,Momentum 15: Kritik,"Hallstatt, Kongresszentrum"
"Die Dominanz des ökonomischen Mainstreams aus szientometrischer Perspektive: Befunde zum ""Matthäus-Effekt"" in den Wirtschaftswissenschaften",02.10.2015,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,19218,Aistleitner M.,", Deutschland, 02.10.2015",,5. Studentischer Soziologiekongress,Tübingen
Inequality before and after the Crisis,27.08.2014,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,15994,Kapeller J.,", Österreich, 27.08.2014",,European Forum Alpbach,Alpbach
"Wie können alternative ökonomische Forschungsansätze an Universitäten gefördert werden?""",10.08.2014,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,15995,Kapeller J.,", Deutschland, 10.08.2014",,"IMK-Workshop ""Pluralismus in der Ökonomie""","Inst. für Makroökonomie und Konjunkturforschung (IMK) in der Hans Böckler-Striftung, Berlin"
Wissenschaftstheorie und Ökonomie,08.08.2014,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,16064,Kapeller J.,", Deutschland, 08.08.2014",,,"Inst. für Makroökonomie und Konjunkturforschung (IMK) in der Hans Böckler-Stiftung, Berlin"
Vom „Über-die-Verhältnisse-leben“ in der Krise,02.06.2014,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,16072,Pühringer S.,", Österreich, 02.06.2014",AK Wien,Wirtschaftspolitik in der EU – das Scheitern des neoklassischen Paradigmas,
Bürgerbeteiligungsmodelle,10.06.2013,Hauptvortrag / Eingeladener Vortrag auf einer Tagung,15044,Plaimer W.,", Österreich, 10.06.2013",Gemeindevertreterverband der SPÖ,,Braunau
