authors,title,year,type,citation,doi
"Heimberger P., Gechert S.",Do Corporate Tax Cuts Boost Economic Growth?,2021,Working Paper,", Serie wiiw Working Papers, Nr. 201, forthcoming, doi/full/10.1080/09692290.2021.1904269, 2021",
Heimberger P.,Do Higher Public Debt Levels Reduce Economic Growth?,2021,Working Paper,", Serie wiiw Working Papers, Nr. 211, 2021",
"Aistleitner M., Pühringer S.",Exploring the trade (policy) narratives in economic elite discourse,2021,Working Paper,", Serie SPACE Working Paper Series, Nr. 1, Seite(n) 1-16, 2021",
Porak L.,Governing the Ungovernable. Recontextualizations of Competition in European Policy Discourse,2021,Working Paper,", in ICAE Linz, Serie SPACE Working Paper Series, Nr. 8, 2021",10.1007/s10663-018-9404-z
"Altreiter C., Gräbner C., Pühringer S., Rogojanu A., Wolfmayr G.",Theorizing Competition - An interdisciplinary approach to the genesis of a contested concept,2021,Working Paper,", Serie SPACE Working Paper Series, Nr. 3, 2021",
"Altreiter C., Gräbner C., Pühringer S., Rogojanu A., Wolfmayr G.",Theorizing Competition. An Interdisciplinary Framework,2021,Working Paper,", Serie SPACE Working Paper Series, Nr. 4, 2021",
"Hornykewycz A., Gräbner-Radkowitsch C.",Capability Accumulation and Product Innovation: Agent-Based Perspective,2020,Working Paper,", Serie Rebuilding Macroeconomics Working Paper Series, Nr. 9, Seite(n) 1-22, 2020",
Hirte K.,Das doppelte Relexionsproblem in der Ökonomik,2020,Working Paper,", Serie ICAE Working Paper Series, Nr. 115, Seite(n) 1-19, 2020",
"Gräbner-Radkowitsch C., Hafele J.",Emergence of Core-Periphery Structures in the European Union: A Complexity Perspective,2020,Working Paper,", Serie Rebuilding Macroeconomics Working Paper Series, Nr. 17, Seite(n) 1-21, 2020",
Hirte K.,Friedman’s Instrumentalismus und das Problem von Kopernikus,2020,Working Paper,", Serie ICAE Working Paper Series, Nr. 114, Seite(n) 1-25, 2020",
Hager T.,Special Interest Groups & Growth,2020,Working Paper,", Serie ICAE Working Paper Series, Nr. 116, 2020",
Rath J.,Substituting Trust by Technology: A Comparative Study,2020,Working Paper,", Serie ICAE Working Paper Series, Nr. 107, 2020",
"Pühringer S., Porak L., Rath J.",Talking about Competition? Discursive Shifts in the Economic Imaginary of Competition in Public Debates,2020,Working Paper,", Serie SPACE Working Paper Series, Nr. 6, 2020",
"Aistleitner M., Gräbner-Radkowitsch C., Hornykewycz A.",Theory and empirics of capability accumulation: implications for macroeconomics modelling,2020,Working Paper,", Serie Rebuilding Macroeconomics Working Paper Series, Nr. 6, Seite(n) 1-29, 2020",
"Beyer K., Griesser M., Pühringer S.",Zwischen Meritokratie und Wohlfahrtschauvinismus,2020,Working Paper,", Serie ICAE Working Paper Series, Nr. 109, 2020",
"Wildauer R., Kapeller J.",A Comment on Fitting Pareto Tails to Complex Survey Data,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 102, 2019",
"Raghavendra S., Piiroinen P.",Confict as a closure: A Kaleckian model of growth and distribution under fnancialization,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 96, 2019",
Hirte K.,Das dritte Gossensche Gesetz. Zur Überlieferungspraxis in der ökonomischen Dogmengeschichte,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 93, Seite(n) 1-63, 2019",
"Gräbner C., Ghorbani A.",Defining institutions - A review and a synthesis,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 89, 2019",
"Pühringer S., Ötsch W.","Die Wirkmacht der ""Liebe zum Markt"": Zum anhaltenden Einfluss ordoliberaler ÖkonomInnenNetzwerke in Politik und Gesellschaft.",2019,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Serie Working Paper Serie ök, Nr. 51, 2019",
"Beyer K., Pühringer S.",Divided we stand? Professional consensus and political conflict in academic economics,2019,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Serie Working Paper Serie ök, Nr. 51, 2019",
Heimberger P.,Does economic globalisation affect income inequality? A meta-analysis,2019,Working Paper,", Serie wiiw Working Papers, Nr. 165, 2019",
"Aistleitner M., Pühringer S.",Exploring the trade narrative in top economics journals,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 97, 2019",
"Gräbner C., Heimberger P., Kapeller J.","Export performance, price comeptitiveness and technology: Revisiting the Kaldor paradox",2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 88, 2019",
Heimberger P.,"The Impact of Labour Market Institutions and Capital Accumulation on Unemployment: Evidence for the OECD, 1985-2013",2019,Working Paper,", Serie wiiw Working Papers, Nr. 164, 2019",
"Ötsch W., Pühringer S.",The anti-democratic logic of right-wing Populism and neoliberal market-fundamentalism,2019,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Serie Working Paper Serie ök, Nr. 48, 2019",
Gräbner C.,Unrealistic models and how to identify them: on accounts of model realisticness,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 90, 2019",
"Tamesberger D., Theurl S.",Vorschlag für eine Jobgarantie für Langzeitarbeitslose in Österreich,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 100, 2019",
"Kapeller J., Gräbner C., Heimberger P.",Wirtschaftliche Polarisierung in Europa: Ursachen und Handlungsoptionen,2019,Working Paper,", Serie ICAE Working Paper Series, Nr. 98, 2019",
Griesser M.,Arbeitsmarktpolitik als Gesellschaftspolitik,2018,Working Paper,", Serie ICAE Working Paper Series, Nr. 78, 2018",
"Aistleitner M., Grimm C., Kapeller J.","Auftragsvergabe, Leistungsqualität und Kostenintensität im Schienenpersonenverkehr",2018,Working Paper,", Serie ICAE Working Paper Series, Nr. 86, 2018",
Ötsch W.,Bilder in der Geschichte der Ökonomie: Das Beispiel der Metapher von der Wirtschaft als Maschine,2018,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues., Serie Working Paper Serie ök, Vol. 42, 2018",
"Ötsch W., Graupe S.","Der vergessene Lippmann: Politik, Propaganda und Markt",2018,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Nr. 39, 2018",
Schütz B.,Employment and the minimum wage: A pluralist approach,2018,Working Paper,", Serie ICAE Working Paper Series, Nr. 81, 2018",
"Buyinza F., Tibaingana A., Mutenyo J.",Factors Affecting Acces to Formal Credit by Micro and Small Enterprises in Ugande,2018,Working Paper,", Serie ICAE Working Paper Series, Nr. 83, 2018",
Foissner F.,Folgen einer möglichen Abschaffung der Notstandshilfe in Oberösterreich,2018,Working Paper,", Serie ICAE Working Paper Series, Nr. 87, 2018",
"Buyinza F., Kapeller J.",Household Electrification and Education Outcomes: Panel Evidence from Uganda,2018,Working Paper,", Serie ICAE Working Paper Series, Nr. 85, 2018",
"Ötsch W., Pühringer S.",Marktfundamentalismus als Kollektivgedanke. Mises und die Ordoliberalen,2018,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Nr. 41, 2018",
"Aigner E., Aistleitner M., Glötzl F., Kapeller J.",The Focus of Academic Economics: Before and After the Crisis,2018,Working Paper,", in Institute for New Economic Thinking (INET), Serie Institute for New Economic Thinking  Working Paper Series, 2018",
"Aigner E., Aistleitner M., Glötzl F., Kapeller J.",The focus of academic economics: before and after the crisis,2018,Working Paper,", Serie ICAE Working Paper Series, Nr. 75, 2018",
"Pühringer S., Bäuerle L.",What economics education is missing: The real world,2018,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Serie Working Paper Serie ök, Nr. 37, 2018",
Ötsch W.,"Wissen und Nicht-Wissen angesichts ""des Marktes"": Das Konzept von Hayek",2018,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Vol. 43, 2018",
"Pühringer S., Liedl B.",Argumentationsstrategien einer neoliberalen Reformagenda: Zum Diskursprofil der Agenda Austria in medialen Debatten,2017,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Vol. 27, 2017",
"Ferschli B., Kapeller J., Schütz B., Wildauer R.",Bestände und Konzentration privater Vermögen in Österreich,2017,Working Paper,", Serie ICAE Working Paper Series, Nr. 72, 2017",
"Beyer K., Grimm C., Kapeller J., Pühringer S.",Der deutsche Sonderweg im Fokus: Eine vergleichende Analyse der paradig¬matischen Struktur und der politischen Orientierung der deutschen und US-amerikanischen Ökonomie,2017,Working Paper,", Serie ICAE Working Paper Series, Nr. 71, 2017",
"Kapeller J., Steinerberger S.",Emergent Phenomena in Scientific Publishing: A Simulation Exercise,2017,Working Paper,", Serie ICAE Working Paper Series, Nr. 66, 2017",
"Huber J., Heimberger P., Kapeller J.",From paradigms to policies: Economic models in the EU’s fiscal regulation framework,2017,Working Paper,", Serie ICAE Working Paper Series, Nr. 61, 2017",
"Pühringer S., Griesser M.","From the ""planning euphoria"" to the ""bitter economic truth"": The transmission of economic ideas into German labour market policies in the 1960s and 2000s",2017,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Nr. 30, 2017",
"Humer S., Moser M., Schnetzer M.",Inheritances and the Accumulation of Wealth in the Eurozone,2017,Working Paper,", Serie ICAE Working Paper Series, Nr. 73, 2017",
"Pühringer S., Ötsch W.",Neoliberalism and Right-wing Populism: conceptual analogies,2017,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Vol. 36, 2017",
Kapeller J.,Pluralism in Economics: Epistemological Rationales and Pedagogical Implementation,2017,Working Paper,", Serie ICAE Working Paper Series, Nr. 68, 2017",
"Ötsch W., Pühringer S.",Right-wing populism and market-fundamentalism,2017,Working Paper,", Serie ICAE Working Paper Series, Vol. 59, 2017",
Pühringer S.,The “eternal character” of austerity measures in European crisis policies. Evidences from the Fiscal Compact discourse in Austria.,2017,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Nr. 32, 2017",
Pühringer S.,Think tank networks of German neoliberalism power structures in economics and economic policies in post-war Germany,2017,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Nr. 24, 2017",
"Grimm C., Kapeller J., Pühringer S.",Zum Profil der deutschsprachigen Volkswirtschaftslehre,2017,Working Paper,", Serie ICAE Working Paper Series, Nr. 70, 2017",
"Heimberger P., Kapeller J.",A model-based measurement device in European fiscal policy-making: The ontology and epistemology of potential output,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 55, 2016",
Heimberger P.,Did Fiscal Consolidation Cause the Double Dip Recession in the Euro Area?,2016,Working Paper,", Serie wiiw Working Papers, Nr. 130, 2016",
Heimberger P.,Die aktuelle Krise im wirtschaftshistorischen Vergleich mit der Großen Depression der 1930er-Jahre,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 42, 2016",
"Pühringer S., Griesser M.",Has economics returned to being the “dismal science”? The changing role of economic thought in German labour market reforms,2016,Working Paper,", Serie ICAE Working Paper Series, Vol. 49, 2016",
Ötsch W.,Imaginierte Grundlagen bei Adam Smith,2016,Working Paper,", in Institut für Ökonomie, Cusanus Hochschule, Bernkastel-Kues, Serie Working Paper Serie ök, Nr. 19, 2016",
"Dobusch L., Wandl S., Kapeller J.",Monocular Accounting and its Discontents: The case of the stability and growth pact,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 43, 2016",
"Pühringer S., Stelzer-Orthofer C.",Neoliberale Think Tanks als (neue) Akteure in österreichischen gesellschafts- und sozialpolitischen Diskursen,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 44, 2016",
Grimm C.,"Postdemokratie, Machtverhältnisse und Ökonomik",2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 54, 2016",
Pühringer S.,Still the queen of the social sciences?,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 52, 2016",
"Aistleitner M., Kapeller J., Steinerberger S.",The Power of Scientometrics and the Development of Economics,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 46, 2016",
"Heimberger P., Kapeller J.",The performativity of potential output,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 50, 2016",
"Heimberger P., Kapeller J.",The performativity of potential output: pro-cyclicality and path dependency in coordinating European fiscal policies,2016,Working Paper,", in Institute for New Economic Thinking, Serie Institute for New Economic Thinking  Working Paper Series, Nr. 50, 2016",
Pühringer S.,Think Tank Networks of German Neoliberalism,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 53, 2016",
Heimberger P.,"Wirtschaftliche Stagnation als ""neue Normalsituation""?",2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 48, 2016",
Grimm C.,Wirtschaftspolitische Positionen österreichischer Parteien im historischen Verlauf,2016,Working Paper,", Serie ICAE Working Paper Series, Nr. 51, 2016",
Heimberger P.,Did Fiscal Consolidation Cause the Double-Dip Recession in the Euro Area?,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 41, 2015",
Beyer K.,Emanzipation bei Marx und seine Kritik an Proudhon,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 34, 2015",
Pühringer S.,Markets as “ultimate judges” of economic policies - Angela Merkel´s discourse profile during the economic crisis and the European crisis policies.,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 31, 2015",
"Ötsch W., Pühringer S.",Marktradikalismus als Politische Ökonomie. Wirtschaftswissenschaften und ihre Netzwerke in Deutschland ab 1945,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 38, 2015",
"Beyer K., Bräutigam L.",Shadow Banking and the Offshore Nexus - Some Considerations on the Systemic Linkages of Two Important Economic Phenomena,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 40, 2015",
"Aistleitner M., Fölker M., Kapeller J., Mohr F., Pühringer S.",Verteilung und Gerechtigkeit: Philosophische Perspektiven,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 32, 2015",
Pühringer S.,Wie wirken ÖkonomInnen und Ökonomik auf Politik und Gesellschaft? Darstellung des gesellschaftlichen und politischen Einflusspotenzials von ÖkonomInnen anhand eines „Performativen Fußabdrucks“,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 35, 2015",
Ötsch W.,Ökonomie und Moral,2015,Working Paper,", Serie ICAE Working Paper Series, Nr. 39, 2015",
"Kapeller J., Schütz B., Tamesberger D.",From Free to Civilized Markets: First Steps towards Eutopia,2014,Working Paper,", Serie ICAE Working Paper Series, Nr. 28, 2014",
Pühringer S.,Kontinuitäten neoliberaler Wirtschaftspolitik in der Krise,2014,Working Paper,", Serie ICAE Working Paper Series, Nr. 30, 2014",
Ötsch W.,Relationships are Constructed from Generalized Unconscious Social Images Kept in Steady Locations in Mental Space,2014,Working Paper,", Serie ICAE Working Paper Series, Nr. 29, 2014",
Ötsch W.,Warum war Keynes so erfolgreich? Eine Darstellung anhand der Methode von Bruno Latour,2014,Working Paper,", Serie ICAE Working Paper Series, Nr. 27, 2014",
Pühringer S.,Aus den Vorhöfen der Macht in die Medien zur eigenen Partei. Formen der Einflussnahme von ÖkonomInnen auf Politik und Wirtschaft im Zuge der Finanz-­ und Wirtschaftskrisenpolitik.,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 20, 2013",
"Beyer K., Bräutigam L.",CDOs – A Critical Phenomenon of the Financial System in Crisis.,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 21, 2013",
"Pühringer S., Ötsch W.",Das Team Stronach. Eine österreichische Tea Party?,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 19, 2013",
Nordmann J.,Das neoliberale Selbst. Zur Genese und Kritik neuer Subjektkonstruktionen,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 22, 2013",
"Plaimer W., Pühringer S.",Der Fiskalpakt und seine Implementation in Österreich,2013,Working Paper,", Serie ICAE Working Paper Series, Vol. 2, 2013",
"Beyer K., Ötsch W.",Die Finanzkrise 2007-2009 als Krise von Schattenbanken. Eine einführende institutionelle Analyse.,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 17, 2013",
Nordmann J.,Die neoliberale Gesellschaft. Ein theoretischer Umriss.,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 24, 2013",
Hirte K.,"Mainstream, Orthodoxie und Heterodoxie - Zur Klassifizierung der Wirtschaftswissenschaften.",2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 16, 2013",
Ötsch W.,"Populismus und Demagogie. Mit Beispielen von Jörg Haider, Heinz–Christian Strache und Frank Stronach",2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 25, 2013",
"Pühringer S., Hirte K.",The financial crisis as a tsunami. Discourse profiles of economists in the financial crisis.,2013,Working Paper,", in ICAE Uni Linz, Serie ICAE Working Paper Series, Nr. 14, 2013",
Pühringer S.,The implementation of the European Fiscal Compact in Austria as a post-democratic phenomenon.,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 15, 2013",
Hirte K.,Zauberwort „Entkopplung“ – Ein Rückblick auf den Diskurs zur Agrarreform 2003 sowie die dortigen Diskrepanzen zwischen Versprechen und Wirkprinzipien der so genannten „Entkopplung“.,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 12, 2013",
"Pühringer S., Hirte K.",ÖkonomInnen in der Finanzkrise - Netzwerkanalytische Sicht auf die deutschsprachigen ÖkonomInnen in der Finanzkrise,2013,Working Paper,", Serie ICAE Working Paper Series, Nr. 18, Seite(n) 1-21, 2013",
"Kapeller J., Pühringer S.",Democracy in liberalism and neoliberalism. The case of Popper and Hayek.,2012,Working Paper,", Serie ICAE Working Paper Series, Nr. 10, 2012",
Ötsch W.,Die Macht der Ratingagenturen,2012,Working Paper,", Serie ICAE Working Paper Series, Nr. 8, 2012",
"Pühringer S., Hirte K.","Erdbeben, Fieber und zarte Pflänzchen. Chronologischer Verlauf des Finanzkrisen‐Diskurses deutschsprachiger Ökonomen",2012,Working Paper,", in ICAE, JKU, Serie ICAE Working Paper Series, Nr. 9, Linz, 2012",
Ötsch W.,"Marktradikalität. Der Diskurs von ""dem Markt""",2012,Working Paper,", Serie ICAE Working Paper Series, Nr. 7, 2012",
Ötsch W.,The Deep Meaning of “Market”. A Key to Understand the Neoliberal-­‐Market-­‐ Radical Society.,2012,Working Paper,", Serie ICAE Working Paper Series, Nr. 11, 2012",
Plaimer W.,Demokratiedefizit im Gesetzgebungsprozess budgetrelevanter Gesetze auf Bundesebene in Österreich,2011,Working Paper,", Serie ICAE Working Paper Series, Nr. 4, 2011",
Pühringer S.,Gleichheit versus Vielfalt. Ein konstruierter Widerspruch?,2011,Working Paper,", Serie ICAE Working Paper Series, Nr. 3, 2011",
Ötsch W.,Politische Ökonomie und Gesellschaft. Eine theoriegeschichtliche Skizze,2011,Working Paper,", Serie ICAE Working Paper Series, Nr. 5, 2011",
"Pühringer M., Pühringer S.",Solidarität im Kapitalismus. Zur Unmöglichkeit einer Forderung,2011,Working Paper,", Serie ICAE Working Paper Series, Nr. 6, 2011",
"Ötsch W., Hirte K., Nordmann J.","Die Evolution des ökonomischen Wissens und des Wissens über den Kapitalismus. Performativity als Analyseinstrument: das Beispiel der Fabian Society, der Mont Pèlerin Society und der Chicagoer Schule",2010,Working Paper,", in ICAE, JKU, Serie ICAE Working Paper Series, Nr. 1, Linz, 2010",
Ötsch W.,Die Finanz-­ und Wirtschaftskrise seit 2007: Ein Überblick,2010,Working Paper,", Serie ICAE Working Paper Series, Nr. 2, 2010",
"Gräbner-Radkowitsch C., Strunk B.",Quelle place pour le Sud global dans la décroissance?,2024,Presseartikel / Medienberichte,", in The Conversation, 2024",
"Gräbner-Radkowitsch C., Strunk B.",Degrowth and the Global South: remarks on the twin problem of structural interdependencies,2023,Presseartikel / Medienberichte,", in Developing economics blog, 2023",
"Gräbner-Radkowitsch C., Strunk B.",Degrowth und der globale Süden,2023,Presseartikel / Medienberichte,", in Blog Postwachstum, 2023",
"Pühringer S., Altreiter C.",Die (selbstauferlegten) Grenzen der Wissenschaft,2023,Presseartikel / Medienberichte,", in Makronom, 2023",
Hirte K.,Euphemistische Ökonomik,2023,Presseartikel / Medienberichte,", in Blog Postwachstum, 2023",
"Pühringer S., Partheymüller J.",Prekäre Arbeit an Universitäten kann man nicht wegrechnen,2023,Presseartikel / Medienberichte,", in Der Standard, 2023",
"Breth L., Part F., Pühringer S., Schlitz N., Sperner P., Völkl Y.",Arbeitsplatz Universität: Gefangen in der Teilzeit,2022,Presseartikel / Medienberichte,", in Der Standard, 2022",
"Heimberger P., Schütz B.",Das wackelige Fundament der Schuldenbremse,2022,Presseartikel / Medienberichte,", in Makronom, 2022",
Hirte K.,Strukturkonzentrationen in der Schlachthofbranche und die Rolle von Ökonomen,2022,Presseartikel / Medienberichte,", in Oxi - Wirtschaft anders denken, Nr. 01/22, Seite(n) 8, 2022",
Aistleitner M.,Verzerrter Wettbewerb in der Forschung,2022,Presseartikel / Medienberichte,", in science.orf.at, 2022",
Kapeller J.,Wechselseitige Kritik ist nur möglich mit nachvollziehbarer Forschung,2022,Presseartikel / Medienberichte,", in ZBW Leibniz Informationszentrum Wirtschaft, Seite(n) 1-2, 2022",10.1007/s10290-020-00391-1
"Gräbner-Radkowitsch C., Lage J., Wiese F.",Zur ökonomischen Bedeutung von Suffizienz,2022,Presseartikel / Medienberichte,", in Makronom, 2022",
"Altreiter C., Rogojanu A., Gräbner C., Pühringer S., Wolfmayr G.",20 Jahre gute Absichten in der Wissenschaftspolitik,2021,Presseartikel / Medienberichte,", in Die Presse, 2021",
Heimberger P.,Arbeitnehmerrechte sind kein Jobkiller,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
Heimberger P.,Beschäftigungsschutz erhöht die Arbeitslosigkeit nicht,2021,Presseartikel / Medienberichte,", in Ökonomenstimme, 2021",
Heimberger P.,Der Nobelpreis für David Card hat die Mindestlohn-Befürworter in Deutschland gestärkt,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
Heimberger P.,Die EU-Anleihen sind ein Zukunftsmodell für Europa,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
Heimberger P.,Die Finanzglobalisierung verschärft die Einkommensungleichheit,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
Heimberger P.,Die deutschen Inflationssorgen speisen sich aus einem verzerrten Geschichtsbild,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
Heimberger P.,Draghi darf das Sparen nicht übertreiben,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
Heimberger P.,"Drei Gründe, warum Staatsschulden nicht zwingend problematisch sind",2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
Heimberger P.,Eine globale Mindeststeuer stoppt die Steuerflucht der Konzerne,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
"Heimberger P., Gechert S.",Erhöhen Unternehmenssteuersenkungen das Wirtschaftswachstum?,2021,Presseartikel / Medienberichte,", in Ökonomenstimme, 2021",
Heimberger P.,Fakten-Mensch: Ökonom Philipp Heimberger kritisiert die aus seiner Sicht verzerrte Debatte über die EU,2021,Presseartikel / Medienberichte,", in Süddeutsche Zeitung, 2021",
Heimberger P.,Höhere Staatsschulden = weniger Wachstum?,2021,Presseartikel / Medienberichte,", in Makronom, 2021",
"Heimberger P., Kowall N.",Sieben „überraschende“ Fakten zu Italien,2021,Presseartikel / Medienberichte,", in Makronom, 2021",
Porak L.,Und ewig lockt der Wettbewerb,2021,Presseartikel / Medienberichte,", in Makronom, 2021",
Heimberger P.,Wachstum durch Unternehmensteuersenkungen? Die FDP weckt übertriebene Hoffnungen,2021,Presseartikel / Medienberichte,", in Handelsblatt, 2021",
"Altreiter C., Gräbner C., Pühringer S., Rogojanu A., Wolfmayr G.",Wie befristete Uni-Stellen Innovation verhindern,2021,Presseartikel / Medienberichte,", in Der Standard, 2021",
Heimberger P.,Wie stark der globale Steuerwettbewerb tatsächlich ist,2021,Presseartikel / Medienberichte,", in Makronom, 2021",
Hirte K.,Ökonomie und Ideologie,2021,Presseartikel / Medienberichte,", in OXI - Wirtschaft anders denken, Seite(n) 16-17, 2021",
"Gräbner C., Heimberger P., Kapeller J.",Ökonomische Offenheit: Die Vermessung der Globalisierung?,2021,Presseartikel / Medienberichte,", in Ökonomenstimme, 2021",
Hirte K.,Agrarsubventionen als Preis der Marktwirtschaft,2020,Presseartikel / Medienberichte,", in Wege für eine Bäuerliche Zukunft – Zeitschrift der ÖBV/ Via Campesina Austria, Vol. 43, Nr. 1 (361), Wien, Seite(n) 10-11, 2020",
Heimberger P.,Beschäftigungsschutz ist kein Jobkiller,2020,Presseartikel / Medienberichte,", in Makronom, 2020",
"Heimberger P., Truger A.",Der Outputlücken-Nonsense gefährdet Deutschlands Erholung von der Corona-Krise,2020,Presseartikel / Medienberichte,", in Makronom, 2020",
Heimberger P.,Die gefährliche Geschichtsverdrehung des Hans-Werner Sinn,2020,Presseartikel / Medienberichte,", in Handelsblatt, 2020",
Heimberger P.,Einigung der Eurogruppe: Bestenfalls ein erster Schritt,2020,Presseartikel / Medienberichte,", in Makronom, 2020",
Heimberger P.,Enttäuschender EU-Gipfel: Zeit für eine „Neue Südpolitik”,2020,Presseartikel / Medienberichte,", in Makronom, 2020",
Schütz B.,Gewohnter Umsatz wird auf sich warten lassen,2020,Presseartikel / Medienberichte,", in Kronen Zeitung, Interview (von Elisabeth Rathenböck) mit Bernhard Schütz, 2020",
"Heimberger P., Krahé M., van't Klooster J., Ponattu D.",Gleichwertige Lebensverhältnisse im Euroraum,2020,Presseartikel / Medienberichte,", in Frankfurter Allgemeine Zeitung, 2020",
Heimberger P.,Kein Weg in die „Schuldenunion“,2020,Presseartikel / Medienberichte,", in Der Standard, 2020",
"Gräbner C., Strunk B.",Kritik an der Pluralen Ökonomik – Was ist dran und warum ist das wichtig?,2020,Presseartikel / Medienberichte,", in Ökonomenstimme, 2020",
Kapeller J.,"Wahrheiten über Wertfreiheit – eine Replik auf den Gastkommentar ‚Werte, Wahrheit, Wirtschaftsforschung‘ von Harald Oberhofer",2020,Presseartikel / Medienberichte,", in Der Standard, 2020",
Heimberger P.,Wie die EU-Kommission Deutschlands Budgetsituation schlechtrechnet,2020,Presseartikel / Medienberichte,", in Handelsblatt, 2020",
"Heimberger P., Kapeller J.","Wie die ‚Herren der Modelle‘ versuchen, den Outputlücken-Nonsense zu rechtfertigen",2020,Presseartikel / Medienberichte,", in Makronom, 2020",
Heimberger P.,Wie ein Rechenfehler zu fatalen Konsequenzen für die Haushalte der EU-Staaten führen kann,2020,Presseartikel / Medienberichte,", in Handelsblatt, 2020",
Heimberger P.,Zu niets doen voor Z-Europa is gevaarlijk (Nichts für Südeuropa zu tun ist gefährlich),2020,Presseartikel / Medienberichte,", in NRC Handelsblad, 2020",
"Gräbner C., Heimberger P., Kapeller J.",Ökonomische Offenheit: Die Vermessung der Globalisierung,2020,Presseartikel / Medienberichte,", in Makronom, 2020",
Hirte K.,"„Um welches Ziel es in der Ökonomie geht, ist also bestimmbar“",2020,Presseartikel / Medienberichte,", in Agora42 (Philosophisches Wirtschaftsmagazin), 2020",
"Heimberger P., Kapeller J.","Auch Deutschland wird zum Opfer des ""Outputlücken-Nonsens""",2019,Presseartikel / Medienberichte,", in Makronom, 2019",
"Heimberger P., Pekanov A.",Den wirtschaftlichen Abschwung bekämpfen!,2019,Presseartikel / Medienberichte,", in Der Standard, 2019",
"Heimberger P., Gräbner C., Kapeller J.",Eine Strategie gegen die ökonomische Polarisierung Europas,2019,Presseartikel / Medienberichte,", in Makronom, 2019",
"Pühringer S., Grimm C.","Männlich, mikroökonomisch, Mainstream? Eine Untersuchung der VWL-Lehrstühle in Deutschland",2019,Presseartikel / Medienberichte,", in Makronom, 2019",
